Method,is,rmse
PEARSON_CORR_MATRIX,sri lanka_8.5.2_1166,0.362216668
T_TEST_MATRIX,sri lanka_8.5.2_1166,0.30425546
GRANGER_CAUSALITY_MATRIX,sri lanka_8.5.2_1166,0.302327306
DTW_MATRIX,sri lanka_8.5.2_1166,0.292654615
COEFFICIENTS_MATRIX,sri lanka_8.5.2_1166,0.304260102
sgd_cap,sri lanka_8.5.2_1166,0.319696852
R_SQUARE_MATRIX,sri lanka_8.5.2_1162,2.92405086
PEARSON_CORR_MATRIX,sri lanka_8.5.2_1162,3.250312755
T_TEST_MATRIX,sri lanka_8.5.2_1162,3.080618869
GRANGER_CAUSALITY_MATRIX,sri lanka_8.5.2_1162,3.158234236
DTW_MATRIX,sri lanka_8.5.2_1162,3.07373423
sgd_cap,sri lanka_8.5.2_1162,3.158998452
DTW_MATRIX,sri lanka_8.5.2_1161,0.239748441
COEFFICIENTS_MATRIX,sri lanka_8.5.2_1161,0.234647439
R_SQUARE_MATRIX,sri lanka_8.5.2_1161,0.289505354
PEARSON_CORR_MATRIX,sri lanka_8.5.2_1161,0.245767413
T_TEST_MATRIX,sri lanka_8.5.2_1161,0.247050524
sgd_cap,sri lanka_8.5.2_1161,0.243069519
GRANGER_CAUSALITY_MATRIX,sri lanka_8.5.2_1163,0.113477877
DTW_MATRIX,sri lanka_8.5.2_1163,0.120204656
COEFFICIENTS_MATRIX,sri lanka_8.5.2_1163,0.137459045
R_SQUARE_MATRIX,sri lanka_8.5.2_1163,0.115689894
PEARSON_CORR_MATRIX,sri lanka_8.5.2_1163,0.11355545
sgd_cap,sri lanka_8.5.2_1163,0.138858564
T_TEST_MATRIX,sri lanka_8.4.2_1043,1.160515006
GRANGER_CAUSALITY_MATRIX,sri lanka_8.4.2_1043,1.090831592
DTW_MATRIX,sri lanka_8.4.2_1043,1.068284603
COEFFICIENTS_MATRIX,sri lanka_8.4.2_1043,1.05033784
R_SQUARE_MATRIX,sri lanka_8.4.2_1043,1.058924614
sgd_cap,sri lanka_8.4.2_1043,1.154899276
PEARSON_CORR_MATRIX,sri lanka_8.4.2_1039,0.882376226
T_TEST_MATRIX,sri lanka_8.4.2_1039,0.844139538
GRANGER_CAUSALITY_MATRIX,sri lanka_8.4.2_1039,0.785026489
DTW_MATRIX,sri lanka_8.4.2_1039,0.778738809
COEFFICIENTS_MATRIX,sri lanka_8.4.2_1039,0.650069504
sgd_cap,sri lanka_8.4.2_1039,0.843150486
R_SQUARE_MATRIX,sri lanka_8.4.2_1038,0.829509254
PEARSON_CORR_MATRIX,sri lanka_8.4.2_1038,0.731925908
T_TEST_MATRIX,sri lanka_8.4.2_1038,0.720884675
GRANGER_CAUSALITY_MATRIX,sri lanka_8.4.2_1038,0.777053519
DTW_MATRIX,sri lanka_8.4.2_1038,0.767502819
sgd_cap,sri lanka_8.4.2_1038,0.663563887
DTW_MATRIX,sri lanka_8.4.2_1051,0.606819944
COEFFICIENTS_MATRIX,sri lanka_8.4.2_1051,0.571354004
R_SQUARE_MATRIX,sri lanka_8.4.2_1051,0.429787285
PEARSON_CORR_MATRIX,sri lanka_8.4.2_1051,0.506285469
T_TEST_MATRIX,sri lanka_8.4.2_1051,0.687411593
sgd_cap,sri lanka_8.4.2_1051,0.532967404
GRANGER_CAUSALITY_MATRIX,sri lanka_8.4.2_1035,0.951271195
DTW_MATRIX,sri lanka_8.4.2_1035,0.911047181
COEFFICIENTS_MATRIX,sri lanka_8.4.2_1035,0.936511645
R_SQUARE_MATRIX,sri lanka_8.4.2_1035,0.873772604
PEARSON_CORR_MATRIX,sri lanka_8.4.2_1035,0.93184302
sgd_cap,sri lanka_8.4.2_1035,0.992282169
T_TEST_MATRIX,sri lanka_8.4.2_1037,0.391304279
GRANGER_CAUSALITY_MATRIX,sri lanka_8.4.2_1037,0.35659535
DTW_MATRIX,sri lanka_8.4.2_1037,0.40822217
COEFFICIENTS_MATRIX,sri lanka_8.4.2_1037,0.435026878
R_SQUARE_MATRIX,sri lanka_8.4.2_1037,0.463223586
sgd_cap,sri lanka_8.4.2_1037,0.408130831
PEARSON_CORR_MATRIX,sri lanka_8.4.2_1036,0.393783469
T_TEST_MATRIX,sri lanka_8.4.2_1036,0.529565844
GRANGER_CAUSALITY_MATRIX,sri lanka_8.4.2_1036,0.483089165
DTW_MATRIX,sri lanka_8.4.2_1036,0.394071797
COEFFICIENTS_MATRIX,sri lanka_8.4.2_1036,0.426473854
sgd_cap,sri lanka_8.4.2_1036,0.376883209
R_SQUARE_MATRIX,sri lanka_8.4.2_1046,0.540101614
PEARSON_CORR_MATRIX,sri lanka_8.4.2_1046,0.418562117
T_TEST_MATRIX,sri lanka_8.4.2_1046,0.447316706
GRANGER_CAUSALITY_MATRIX,sri lanka_8.4.2_1046,0.581790671
DTW_MATRIX,sri lanka_8.4.2_1046,0.527136508
sgd_cap,sri lanka_8.4.2_1046,0.402798818
DTW_MATRIX,sri lanka_8.4.2_1034,0.538496645
COEFFICIENTS_MATRIX,sri lanka_8.4.2_1034,0.483398813
R_SQUARE_MATRIX,sri lanka_8.4.2_1034,0.539100106
PEARSON_CORR_MATRIX,sri lanka_8.4.2_1034,0.458882359
T_TEST_MATRIX,sri lanka_8.4.2_1034,0.576098809
sgd_cap,sri lanka_8.4.2_1034,0.497890633
GRANGER_CAUSALITY_MATRIX,sri lanka_8.4.2_1041,0.606291323
DTW_MATRIX,sri lanka_8.4.2_1041,0.617110151
COEFFICIENTS_MATRIX,sri lanka_8.4.2_1041,0.664681291
R_SQUARE_MATRIX,sri lanka_8.4.2_1041,0.471176427
PEARSON_CORR_MATRIX,sri lanka_8.4.2_1041,0.660224084
sgd_cap,sri lanka_8.4.2_1041,0.622877267
T_TEST_MATRIX,sri lanka_8.4.2_1048,0.625708035
GRANGER_CAUSALITY_MATRIX,sri lanka_8.4.2_1048,0.517580787
DTW_MATRIX,sri lanka_8.4.2_1048,0.374918571
COEFFICIENTS_MATRIX,sri lanka_8.4.2_1048,0.429971006
R_SQUARE_MATRIX,sri lanka_8.4.2_1048,0.260624249
sgd_cap,sri lanka_8.4.2_1048,0.481010658
PEARSON_CORR_MATRIX,sri lanka_8.4.2_2646,0.365282831
T_TEST_MATRIX,sri lanka_8.4.2_2646,0.58144467
GRANGER_CAUSALITY_MATRIX,sri lanka_8.4.2_2646,0.50616368
DTW_MATRIX,sri lanka_8.4.2_2646,0.392157436
COEFFICIENTS_MATRIX,sri lanka_8.4.2_2646,0.533439018
sgd_cap,sri lanka_8.4.2_2646,0.502241598
R_SQUARE_MATRIX,sri lanka_8.4.2_1045,0.585364664
PEARSON_CORR_MATRIX,sri lanka_8.4.2_1045,0.599689345
T_TEST_MATRIX,sri lanka_8.4.2_1045,0.55793864
GRANGER_CAUSALITY_MATRIX,sri lanka_8.4.2_1045,0.627585518
DTW_MATRIX,sri lanka_8.4.2_1045,0.590523374
sgd_cap,sri lanka_8.4.2_1045,0.773220644
DTW_MATRIX,sri lanka_8.4.2_1042,0.918317675
COEFFICIENTS_MATRIX,sri lanka_8.4.2_1042,0.870443702
R_SQUARE_MATRIX,sri lanka_8.4.2_1042,0.826993088
PEARSON_CORR_MATRIX,sri lanka_8.4.2_1042,0.730978742
T_TEST_MATRIX,sri lanka_8.4.2_1042,0.89660279
sgd_cap,sri lanka_8.4.2_1042,0.844071275
GRANGER_CAUSALITY_MATRIX,sri lanka_8.4.2_1044,0.273203371
DTW_MATRIX,sri lanka_8.4.2_1044,0.270881113
COEFFICIENTS_MATRIX,sri lanka_8.4.2_1044,0.237939742
R_SQUARE_MATRIX,sri lanka_8.4.2_1044,0.242288415
PEARSON_CORR_MATRIX,sri lanka_8.4.2_1044,0.367032048
sgd_cap,sri lanka_8.4.2_1044,0.242883711
T_TEST_MATRIX,sri lanka_8.4.2_1050,0.816384554
GRANGER_CAUSALITY_MATRIX,sri lanka_8.4.2_1050,0.80398916
DTW_MATRIX,sri lanka_8.4.2_1050,0.698192766
COEFFICIENTS_MATRIX,sri lanka_8.4.2_1050,0.748339831
R_SQUARE_MATRIX,sri lanka_8.4.2_1050,0.755968972
sgd_cap,sri lanka_8.4.2_1050,0.872887049
PEARSON_CORR_MATRIX,sri lanka_8.1.1_2639,1.051925173
T_TEST_MATRIX,sri lanka_8.1.1_2639,0.782272396
GRANGER_CAUSALITY_MATRIX,sri lanka_8.1.1_2639,0.878675838
DTW_MATRIX,sri lanka_8.1.1_2639,0.844980614
COEFFICIENTS_MATRIX,sri lanka_8.1.1_2639,1.090994218
sgd_cap,sri lanka_8.1.1_2639,1.026773571
R_SQUARE_MATRIX,sri lanka_8.10.1_2640,0.160260612
PEARSON_CORR_MATRIX,sri lanka_8.10.1_2640,0.245061403
T_TEST_MATRIX,sri lanka_8.10.1_2640,0.166689404
GRANGER_CAUSALITY_MATRIX,sri lanka_8.10.1_2640,0.200691134
DTW_MATRIX,sri lanka_8.10.1_2640,0.172371388
sgd_cap,sri lanka_8.10.1_2640,0.21063427
DTW_MATRIX,sri lanka_8.8.1_1225,0.346029425
COEFFICIENTS_MATRIX,sri lanka_8.8.1_1225,0.321545459
R_SQUARE_MATRIX,sri lanka_8.8.1_1225,0.388691008
PEARSON_CORR_MATRIX,sri lanka_8.8.1_1225,0.316421225
T_TEST_MATRIX,sri lanka_8.8.1_1225,0.362665744
sgd_cap,sri lanka_8.8.1_1225,0.306133256
GRANGER_CAUSALITY_MATRIX,sri lanka_8.8.1_1224,0.395875189
DTW_MATRIX,sri lanka_8.8.1_1224,0.401312354
COEFFICIENTS_MATRIX,sri lanka_8.8.1_1224,0.371153566
R_SQUARE_MATRIX,sri lanka_8.8.1_1224,0.436885919
PEARSON_CORR_MATRIX,sri lanka_8.8.1_1224,0.360596054
sgd_cap,sri lanka_8.8.1_1224,0.296141695
T_TEST_MATRIX,sri lanka_8.8.1_1221,0.462437204
GRANGER_CAUSALITY_MATRIX,sri lanka_8.8.1_1221,0.44415264
DTW_MATRIX,sri lanka_8.8.1_1221,0.435022017
COEFFICIENTS_MATRIX,sri lanka_8.8.1_1221,0.484659021
R_SQUARE_MATRIX,sri lanka_8.8.1_1221,0.463157115
sgd_cap,sri lanka_8.8.1_1221,0.466696091
PEARSON_CORR_MATRIX,sri lanka_8.4.2_1079,0.407314337
T_TEST_MATRIX,sri lanka_8.4.2_1079,0.516249224
GRANGER_CAUSALITY_MATRIX,sri lanka_8.4.2_1079,0.547392672
DTW_MATRIX,sri lanka_8.4.2_1079,0.549817381
COEFFICIENTS_MATRIX,sri lanka_8.4.2_1079,0.464405403
sgd_cap,sri lanka_8.4.2_1079,0.363934371
R_SQUARE_MATRIX,sri lanka_8.4.2_1075,0.513454294
PEARSON_CORR_MATRIX,sri lanka_8.4.2_1075,0.478846198
T_TEST_MATRIX,sri lanka_8.4.2_1075,0.54277651
GRANGER_CAUSALITY_MATRIX,sri lanka_8.4.2_1075,0.541349935
DTW_MATRIX,sri lanka_8.4.2_1075,0.437922439
sgd_cap,sri lanka_8.4.2_1075,0.650650535
DTW_MATRIX,sri lanka_8.4.2_1074,0.384611136
COEFFICIENTS_MATRIX,sri lanka_8.4.2_1074,0.457658967
R_SQUARE_MATRIX,sri lanka_8.4.2_1074,0.390893467
PEARSON_CORR_MATRIX,sri lanka_8.4.2_1074,0.353683721
T_TEST_MATRIX,sri lanka_8.4.2_1074,0.425146558
sgd_cap,sri lanka_8.4.2_1074,0.4370164
GRANGER_CAUSALITY_MATRIX,sri lanka_8.4.2_1087,0.392259501
DTW_MATRIX,sri lanka_8.4.2_1087,0.42533631
COEFFICIENTS_MATRIX,sri lanka_8.4.2_1087,0.393088703
R_SQUARE_MATRIX,sri lanka_8.4.2_1087,0.400932585
PEARSON_CORR_MATRIX,sri lanka_8.4.2_1087,0.366828072
sgd_cap,sri lanka_8.4.2_1087,0.432804496
T_TEST_MATRIX,sri lanka_8.4.2_1071,0.628719775
GRANGER_CAUSALITY_MATRIX,sri lanka_8.4.2_1071,0.694449307
DTW_MATRIX,sri lanka_8.4.2_1071,0.430813198
COEFFICIENTS_MATRIX,sri lanka_8.4.2_1071,0.658932134
R_SQUARE_MATRIX,sri lanka_8.4.2_1071,0.490799377
sgd_cap,sri lanka_8.4.2_1071,0.696392939
PEARSON_CORR_MATRIX,sri lanka_8.4.2_1073,0.543607587
T_TEST_MATRIX,sri lanka_8.4.2_1073,0.731411047
GRANGER_CAUSALITY_MATRIX,sri lanka_8.4.2_1073,0.622937724
DTW_MATRIX,sri lanka_8.4.2_1073,0.627089857
COEFFICIENTS_MATRIX,sri lanka_8.4.2_1073,0.699778128
sgd_cap,sri lanka_8.4.2_1073,0.487908038
R_SQUARE_MATRIX,sri lanka_8.4.2_1072,0.864236339
PEARSON_CORR_MATRIX,sri lanka_8.4.2_1072,0.91518782
T_TEST_MATRIX,sri lanka_8.4.2_1072,0.767749135
GRANGER_CAUSALITY_MATRIX,sri lanka_8.4.2_1072,0.859784945
DTW_MATRIX,sri lanka_8.4.2_1072,0.736235442
sgd_cap,sri lanka_8.4.2_1072,0.734738582
DTW_MATRIX,sri lanka_8.4.2_1082,0.3518267
COEFFICIENTS_MATRIX,sri lanka_8.4.2_1082,0.497829577
R_SQUARE_MATRIX,sri lanka_8.4.2_1082,0.326278161
PEARSON_CORR_MATRIX,sri lanka_8.4.2_1082,0.460503518
T_TEST_MATRIX,sri lanka_8.4.2_1082,0.331182448
sgd_cap,sri lanka_8.4.2_1082,0.408363978
GRANGER_CAUSALITY_MATRIX,sri lanka_8.4.2_1070,0.589469003
DTW_MATRIX,sri lanka_8.4.2_1070,0.700220131
COEFFICIENTS_MATRIX,sri lanka_8.4.2_1070,0.625057973
R_SQUARE_MATRIX,sri lanka_8.4.2_1070,0.718579351
PEARSON_CORR_MATRIX,sri lanka_8.4.2_1070,0.639928951
sgd_cap,sri lanka_8.4.2_1070,0.753422878
T_TEST_MATRIX,sri lanka_8.4.2_1077,0.498754828
GRANGER_CAUSALITY_MATRIX,sri lanka_8.4.2_1077,0.456904909
DTW_MATRIX,sri lanka_8.4.2_1077,0.356027818
COEFFICIENTS_MATRIX,sri lanka_8.4.2_1077,0.382316087
R_SQUARE_MATRIX,sri lanka_8.4.2_1077,0.45125247
sgd_cap,sri lanka_8.4.2_1077,0.502338138
PEARSON_CORR_MATRIX,sri lanka_8.4.2_1084,0.373994534
T_TEST_MATRIX,sri lanka_8.4.2_1084,0.343063977
GRANGER_CAUSALITY_MATRIX,sri lanka_8.4.2_1084,0.353548341
DTW_MATRIX,sri lanka_8.4.2_1084,0.398837985
COEFFICIENTS_MATRIX,sri lanka_8.4.2_1084,0.319227758
sgd_cap,sri lanka_8.4.2_1084,0.41096784
R_SQUARE_MATRIX,sri lanka_8.4.2_2664,0.146149554
PEARSON_CORR_MATRIX,sri lanka_8.4.2_2664,0.207741095
T_TEST_MATRIX,sri lanka_8.4.2_2664,0.32519551
GRANGER_CAUSALITY_MATRIX,sri lanka_8.4.2_2664,0.365384402
DTW_MATRIX,sri lanka_8.4.2_2664,0.338979261
sgd_cap,sri lanka_8.4.2_2664,0.379951491
DTW_MATRIX,sri lanka_8.4.2_1081,0.313228583
COEFFICIENTS_MATRIX,sri lanka_8.4.2_1081,0.332892885
R_SQUARE_MATRIX,sri lanka_8.4.2_1081,0.327273077
PEARSON_CORR_MATRIX,sri lanka_8.4.2_1081,0.414572704
T_TEST_MATRIX,sri lanka_8.4.2_1081,0.430142808
sgd_cap,sri lanka_8.4.2_1081,0.43116472
GRANGER_CAUSALITY_MATRIX,sri lanka_8.4.2_1078,0.564748842
DTW_MATRIX,sri lanka_8.4.2_1078,0.38164882
COEFFICIENTS_MATRIX,sri lanka_8.4.2_1078,0.558907966
R_SQUARE_MATRIX,sri lanka_8.4.2_1078,0.426091758
PEARSON_CORR_MATRIX,sri lanka_8.4.2_1078,0.419985901
sgd_cap,sri lanka_8.4.2_1078,0.567838764
T_TEST_MATRIX,sri lanka_8.4.2_1080,0.463716691
GRANGER_CAUSALITY_MATRIX,sri lanka_8.4.2_1080,0.398768596
DTW_MATRIX,sri lanka_8.4.2_1080,0.367627152
COEFFICIENTS_MATRIX,sri lanka_8.4.2_1080,0.357999081
R_SQUARE_MATRIX,sri lanka_8.4.2_1080,0.352683902
sgd_cap,sri lanka_8.4.2_1080,0.458167669
PEARSON_CORR_MATRIX,sri lanka_8.4.2_1086,0.473976337
T_TEST_MATRIX,sri lanka_8.4.2_1086,0.411367084
GRANGER_CAUSALITY_MATRIX,sri lanka_8.4.2_1086,0.487029813
DTW_MATRIX,sri lanka_8.4.2_1086,0.426340304
COEFFICIENTS_MATRIX,sri lanka_8.4.2_1086,0.443014949
sgd_cap,sri lanka_8.4.2_1086,0.427091029
R_SQUARE_MATRIX,sri lanka_8.4.2_2656,1.020143281
PEARSON_CORR_MATRIX,sri lanka_8.4.2_2656,0.981425614
T_TEST_MATRIX,sri lanka_8.4.2_2656,1.061963262
GRANGER_CAUSALITY_MATRIX,sri lanka_8.4.2_2656,0.85484078
DTW_MATRIX,sri lanka_8.4.2_2656,1.015997626
sgd_cap,sri lanka_8.4.2_2656,0.84527433
DTW_MATRIX,sri lanka_8.4.2_2650,0.894726049
COEFFICIENTS_MATRIX,sri lanka_8.4.2_2650,0.912621355
R_SQUARE_MATRIX,sri lanka_8.4.2_2650,0.792032274
PEARSON_CORR_MATRIX,sri lanka_8.4.2_2650,0.691792977
T_TEST_MATRIX,sri lanka_8.4.2_2650,0.868827154
sgd_cap,sri lanka_8.4.2_2650,0.758036546
GRANGER_CAUSALITY_MATRIX,sri lanka_8.4.2_2660,1.124833681
DTW_MATRIX,sri lanka_8.4.2_2660,1.167038825
COEFFICIENTS_MATRIX,sri lanka_8.4.2_2660,1.264243052
R_SQUARE_MATRIX,sri lanka_8.4.2_2660,1.130041951
PEARSON_CORR_MATRIX,sri lanka_8.4.2_2660,1.175032003
sgd_cap,sri lanka_8.4.2_2660,1.214592443
T_TEST_MATRIX,sri lanka_8.4.2_2662,0.25133334
GRANGER_CAUSALITY_MATRIX,sri lanka_8.4.2_2662,0.262393741
DTW_MATRIX,sri lanka_8.4.2_2662,0.347028408
COEFFICIENTS_MATRIX,sri lanka_8.4.2_2662,0.343416954
R_SQUARE_MATRIX,sri lanka_8.4.2_2662,0.378592983
sgd_cap,sri lanka_8.4.2_2662,0.291397258
PEARSON_CORR_MATRIX,sri lanka_8.4.2_2654,0.961799214
T_TEST_MATRIX,sri lanka_8.4.2_2654,0.901070828
GRANGER_CAUSALITY_MATRIX,sri lanka_8.4.2_2654,0.898689919
DTW_MATRIX,sri lanka_8.4.2_2654,0.843358704
COEFFICIENTS_MATRIX,sri lanka_8.4.2_2654,0.892189463
sgd_cap,sri lanka_8.4.2_2654,0.696708939
R_SQUARE_MATRIX,sri lanka_8.4.2_2659,0.571419187
PEARSON_CORR_MATRIX,sri lanka_8.4.2_2659,0.562390257
T_TEST_MATRIX,sri lanka_8.4.2_2659,0.473257656
GRANGER_CAUSALITY_MATRIX,sri lanka_8.4.2_2659,0.762076742
DTW_MATRIX,sri lanka_8.4.2_2659,0.488833963
sgd_cap,sri lanka_8.4.2_2659,0.653631826
DTW_MATRIX,sri lanka_8.4.2_2661,0.519647779
COEFFICIENTS_MATRIX,sri lanka_8.4.2_2661,0.672476373
R_SQUARE_MATRIX,sri lanka_8.4.2_2661,0.65573897
PEARSON_CORR_MATRIX,sri lanka_8.4.2_2661,0.586370611
T_TEST_MATRIX,sri lanka_8.4.2_2661,0.641911243
sgd_cap,sri lanka_8.4.2_2661,0.44060916
GRANGER_CAUSALITY_MATRIX,sri lanka_8.4.2_2647,0.167277923
DTW_MATRIX,sri lanka_8.4.2_2647,0.168860435
COEFFICIENTS_MATRIX,sri lanka_8.4.2_2647,0.08176394
R_SQUARE_MATRIX,sri lanka_8.4.2_2647,0.265810212
PEARSON_CORR_MATRIX,sri lanka_8.4.2_2647,0.066447345
sgd_cap,sri lanka_8.4.2_2647,0.289033858
T_TEST_MATRIX,sri lanka_8.4.2_2648,0.608382703
GRANGER_CAUSALITY_MATRIX,sri lanka_8.4.2_2648,0.726513025
DTW_MATRIX,sri lanka_8.4.2_2648,0.639047506
COEFFICIENTS_MATRIX,sri lanka_8.4.2_2648,0.593658445
R_SQUARE_MATRIX,sri lanka_8.4.2_2648,0.679233784
sgd_cap,sri lanka_8.4.2_2648,0.606498587
PEARSON_CORR_MATRIX,sri lanka_8.4.2_2655,0.464755153
T_TEST_MATRIX,sri lanka_8.4.2_2655,0.522525619
GRANGER_CAUSALITY_MATRIX,sri lanka_8.4.2_2655,0.52206044
DTW_MATRIX,sri lanka_8.4.2_2655,0.489372274
COEFFICIENTS_MATRIX,sri lanka_8.4.2_2655,0.455259722
sgd_cap,sri lanka_8.4.2_2655,0.523019001
R_SQUARE_MATRIX,sri lanka_8.4.2_2663,0.409753768
PEARSON_CORR_MATRIX,sri lanka_8.4.2_2663,0.31403137
T_TEST_MATRIX,sri lanka_8.4.2_2663,0.336896855
GRANGER_CAUSALITY_MATRIX,sri lanka_8.4.2_2663,0.423327386
DTW_MATRIX,sri lanka_8.4.2_2663,0.367800472
sgd_cap,sri lanka_8.4.2_2663,0.497220498
DTW_MATRIX,sri lanka_8.4.2_2657,1.347379154
COEFFICIENTS_MATRIX,sri lanka_8.4.2_2657,1.001433356
R_SQUARE_MATRIX,sri lanka_8.4.2_2657,1.434217627
PEARSON_CORR_MATRIX,sri lanka_8.4.2_2657,1.427091453
T_TEST_MATRIX,sri lanka_8.4.2_2657,1.173657634
sgd_cap,sri lanka_8.4.2_2657,1.344263955
GRANGER_CAUSALITY_MATRIX,sri lanka_8.4.2_2652,0.195964621
DTW_MATRIX,sri lanka_8.4.2_2652,0.132871531
COEFFICIENTS_MATRIX,sri lanka_8.4.2_2652,0.108530065
R_SQUARE_MATRIX,sri lanka_8.4.2_2652,0.203864928
PEARSON_CORR_MATRIX,sri lanka_8.4.2_2652,0.140056923
sgd_cap,sri lanka_8.4.2_2652,0.26241003
T_TEST_MATRIX,sri lanka_8.4.2_2651,0.313654469
GRANGER_CAUSALITY_MATRIX,sri lanka_8.4.2_2651,0.286032976
DTW_MATRIX,sri lanka_8.4.2_2651,0.474837022
COEFFICIENTS_MATRIX,sri lanka_8.4.2_2651,0.305663145
R_SQUARE_MATRIX,sri lanka_8.4.2_2651,0.333513285
sgd_cap,sri lanka_8.4.2_2651,0.318881535
PEARSON_CORR_MATRIX,sri lanka_8.4.2_2653,0.576847492
T_TEST_MATRIX,sri lanka_8.4.2_2653,0.614967683
GRANGER_CAUSALITY_MATRIX,sri lanka_8.4.2_2653,0.618979613
DTW_MATRIX,sri lanka_8.4.2_2653,0.661493121
COEFFICIENTS_MATRIX,sri lanka_8.4.2_2653,0.76492953
sgd_cap,sri lanka_8.4.2_2653,0.650636036
R_SQUARE_MATRIX,sri lanka_8.4.2_2658,0.86524892
PEARSON_CORR_MATRIX,sri lanka_8.4.2_2658,0.892263453
T_TEST_MATRIX,sri lanka_8.4.2_2658,0.852040827
GRANGER_CAUSALITY_MATRIX,sri lanka_8.4.2_2658,0.905682806
DTW_MATRIX,sri lanka_8.4.2_2658,0.865039578
sgd_cap,sri lanka_8.4.2_2658,0.914600736
DTW_MATRIX,sri lanka_8.5.1_2667,0.016267571
COEFFICIENTS_MATRIX,sri lanka_8.5.1_2667,0.099410227
R_SQUARE_MATRIX,sri lanka_8.5.1_2667,0.08121873
PEARSON_CORR_MATRIX,sri lanka_8.5.1_2667,0.043246434
T_TEST_MATRIX,sri lanka_8.5.1_2667,0.047042732
sgd_cap,sri lanka_8.5.1_2667,0.057144938
GRANGER_CAUSALITY_MATRIX,sri lanka_8.5.1_2682,1.602196831
DTW_MATRIX,sri lanka_8.5.1_2682,1.580488571
COEFFICIENTS_MATRIX,sri lanka_8.5.1_2682,1.690740502
R_SQUARE_MATRIX,sri lanka_8.5.1_2682,1.475686221
PEARSON_CORR_MATRIX,sri lanka_8.5.1_2682,1.542185808
sgd_cap,sri lanka_8.5.1_2682,1.511373522
T_TEST_MATRIX,sri lanka_8.5.1_2691,0.146007733
GRANGER_CAUSALITY_MATRIX,sri lanka_8.5.1_2691,0.182573823
DTW_MATRIX,sri lanka_8.5.1_2691,0.303137941
COEFFICIENTS_MATRIX,sri lanka_8.5.1_2691,0.180483909
R_SQUARE_MATRIX,sri lanka_8.5.1_2691,0.148460595
sgd_cap,sri lanka_8.5.1_2691,0.135311305
PEARSON_CORR_MATRIX,sri lanka_8.5.1_2676,0.307839529
T_TEST_MATRIX,sri lanka_8.5.1_2676,0.347346947
GRANGER_CAUSALITY_MATRIX,sri lanka_8.5.1_2676,0.404297546
DTW_MATRIX,sri lanka_8.5.1_2676,0.390347352
COEFFICIENTS_MATRIX,sri lanka_8.5.1_2676,0.684021519
sgd_cap,sri lanka_8.5.1_2676,0.369226707
R_SQUARE_MATRIX,sri lanka_8.5.1_3378,0.050385533
PEARSON_CORR_MATRIX,sri lanka_8.5.1_3378,0.053149764
T_TEST_MATRIX,sri lanka_8.5.1_3378,0.069638304
GRANGER_CAUSALITY_MATRIX,sri lanka_8.5.1_3378,0.060482655
DTW_MATRIX,sri lanka_8.5.1_3378,0.044621752
sgd_cap,sri lanka_8.5.1_3378,0.142505977
DTW_MATRIX,sri lanka_8.5.1_2685,0.565270024
COEFFICIENTS_MATRIX,sri lanka_8.5.1_2685,0.593787683
R_SQUARE_MATRIX,sri lanka_8.5.1_2685,0.466412249
PEARSON_CORR_MATRIX,sri lanka_8.5.1_2685,0.497681633
T_TEST_MATRIX,sri lanka_8.5.1_2685,0.562936123
sgd_cap,sri lanka_8.5.1_2685,0.583284054
GRANGER_CAUSALITY_MATRIX,sri lanka_8.5.1_2670,1.143749291
DTW_MATRIX,sri lanka_8.5.1_2670,1.033348131
COEFFICIENTS_MATRIX,sri lanka_8.5.1_2670,1.173736299
R_SQUARE_MATRIX,sri lanka_8.5.1_2670,1.132055537
PEARSON_CORR_MATRIX,sri lanka_8.5.1_2670,0.980936723
sgd_cap,sri lanka_8.5.1_2670,1.111493493
T_TEST_MATRIX,sri lanka_8.5.1_2673,0.742510033
GRANGER_CAUSALITY_MATRIX,sri lanka_8.5.1_2673,0.679188067
DTW_MATRIX,sri lanka_8.5.1_2673,0.639508995
COEFFICIENTS_MATRIX,sri lanka_8.5.1_2673,0.746653395
R_SQUARE_MATRIX,sri lanka_8.5.1_2673,0.658055029
sgd_cap,sri lanka_8.5.1_2673,0.609092935
PEARSON_CORR_MATRIX,sri lanka_8.5.1_2679,0.561891979
T_TEST_MATRIX,sri lanka_8.5.1_2679,0.59947892
GRANGER_CAUSALITY_MATRIX,sri lanka_8.5.1_2679,0.552257527
DTW_MATRIX,sri lanka_8.5.1_2679,0.56919964
COEFFICIENTS_MATRIX,sri lanka_8.5.1_2679,0.532113422
sgd_cap,sri lanka_8.5.1_2679,0.559997081
R_SQUARE_MATRIX,sri lanka_8.5.1_2694,0.094566156
PEARSON_CORR_MATRIX,sri lanka_8.5.1_2694,0.092626074
T_TEST_MATRIX,sri lanka_8.5.1_2694,0.096837402
GRANGER_CAUSALITY_MATRIX,sri lanka_8.5.1_2694,0.170933771
DTW_MATRIX,sri lanka_8.5.1_2694,0.098226662
sgd_cap,sri lanka_8.5.1_2694,0.091794682
DTW_MATRIX,sri lanka_8.5.1_2688,0.631682008
COEFFICIENTS_MATRIX,sri lanka_8.5.1_2688,0.821851203
R_SQUARE_MATRIX,sri lanka_8.5.1_2688,0.743593263
PEARSON_CORR_MATRIX,sri lanka_8.5.1_2688,0.826212695
T_TEST_MATRIX,sri lanka_8.5.1_2688,0.752640908
sgd_cap,sri lanka_8.5.1_2688,0.716262587
